Notes	2013 Urbanization	2013 Urbanization Code	Infant Age Groups	Infant Age Groups Code	UCD - ICD-10 130 Cause List (Infants)	UCD - ICD-10 130 Cause List (Infants) Code	Deaths	Population	Crude Rate
	Medium Metro	3	28-364 days	28-364d	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	83	14379025	0
	Medium Metro	3	28-364 days	28-364d	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	47	14379025	0
	Medium Metro	3	28-364 days	28-364d	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	168	14379025	0
	Medium Metro	3	28-364 days	28-364d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	1044	14379025	0.1
	Medium Metro	3	28-364 days	28-364d	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	87	14379025	0
	Medium Metro	3	28-364 days	28-364d	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	32	14379025	0
	Medium Metro	3	28-364 days	28-364d	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	313	14379025	0
	Medium Metro	3	28-364 days	28-364d	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	612	14379025	0
	Medium Metro	3	28-364 days	28-364d	#Complications of medical and surgical care (Y40-Y84)	GR130-157	55	14379025	0
	Medium Metro	3	28-364 days	28-364d	Other external causes (Y10-Y36)	GR130-158	330	14379025	0
	Small Metro	4	< 1 day	1d	Neoplasms (C00-D48)	GR130-023	32	6143714	0
	Small Metro	4	< 1 day	1d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	26	6143714	0
	Small Metro	4	< 1 day	1d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	13	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	19	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"#Short stature, not elsewhere classified (E34.3)"	GR130-034	12	6143714	Unreliable
	Small Metro	4	< 1 day	1d	Diseases of the nervous system (G00-G98)	GR130-039	18	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	16	6143714	Unreliable
	Small Metro	4	< 1 day	1d	#Diseases of the circulatory system (I00-I99)	GR130-046	45	6143714	0
	Small Metro	4	< 1 day	1d	Cardiomyopathy (I42)	GR130-049	13	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	17	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	18	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	16	6143714	Unreliable
	Small Metro	4	< 1 day	1d	Diseases of the digestive system (K00-K92)	GR130-063	33	6143714	0
	Small Metro	4	< 1 day	1d	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	27	6143714	0
	Small Metro	4	< 1 day	1d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	12492	6143714	2
	Small Metro	4	< 1 day	1d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	3914	6143714	0.6
	Small Metro	4	< 1 day	1d	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	99	6143714	0
	Small Metro	4	< 1 day	1d	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	72	6143714	0
	Small Metro	4	< 1 day	1d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	2228	6143714	0.4
	Small Metro	4	< 1 day	1d	Newborn affected by incompetent cervix (P01.0)	GR130-075	637	6143714	0.1
	Small Metro	4	< 1 day	1d	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	1073	6143714	0.2
	Small Metro	4	< 1 day	1d	Newborn affected by multiple pregnancy (P01.5)	GR130-077	244	6143714	0
	Small Metro	4	< 1 day	1d	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	274	6143714	0
	Small Metro	4	< 1 day	1d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	1318	6143714	0.2
	Small Metro	4	< 1 day	1d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	734	6143714	0.1
	Small Metro	4	< 1 day	1d	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	45	6143714	0
	Small Metro	4	< 1 day	1d	Newborn affected by chorioamnionitis (P02.7)	GR130-082	538	6143714	0.1
	Small Metro	4	< 1 day	1d	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	150	6143714	0
	Small Metro	4	< 1 day	1d	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	47	6143714	0
	Small Metro	4	< 1 day	1d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	5664	6143714	0.9
	Small Metro	4	< 1 day	1d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	37	6143714	0
	Small Metro	4	< 1 day	1d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	5626	6143714	0.9
	Small Metro	4	< 1 day	1d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	4134	6143714	0.7
	Small Metro	4	< 1 day	1d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	1492	6143714	0.2
	Small Metro	4	< 1 day	1d	#Birth trauma (P10-P15)	GR130-092	14	6143714	Unreliable
	Small Metro	4	< 1 day	1d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	275	6143714	0
	Small Metro	4	< 1 day	1d	Intrauterine hypoxia (P20)	GR130-094	93	6143714	0
	Small Metro	4	< 1 day	1d	Birth asphyxia (P21)	GR130-095	182	6143714	0
	Small Metro	4	< 1 day	1d	#Respiratory distress of newborn (P22)	GR130-096	480	6143714	0.1
	Small Metro	4	< 1 day	1d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	662	6143714	0.1
	Small Metro	4	< 1 day	1d	#Congenital pneumonia (P23)	GR130-098	19	6143714	Unreliable
	Small Metro	4	< 1 day	1d	#Neonatal aspiration syndromes (P24)	GR130-099	35	6143714	0
	Small Metro	4	< 1 day	1d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	68	6143714	0
	Small Metro	4	< 1 day	1d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	20	6143714	0
	Small Metro	4	< 1 day	1d	#Atelectasis (P28.0-P28.1)	GR130-103	459	6143714	0.1
	Small Metro	4	< 1 day	1d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	58	6143714	0
	Small Metro	4	< 1 day	1d	Infections specific to the perinatal period (P35-P39)	GR130-105	219	6143714	0
	Small Metro	4	< 1 day	1d	#Bacterial sepsis of newborn (P36)	GR130-106	150	6143714	0
	Small Metro	4	< 1 day	1d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	68	6143714	0
	Small Metro	4	< 1 day	1d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	140	6143714	0
	Small Metro	4	< 1 day	1d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	93	6143714	0
	Small Metro	4	< 1 day	1d	#Hematological disorders (P60-P61)	GR130-113	42	6143714	0
	Small Metro	4	< 1 day	1d	#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)	GR130-114	11	6143714	Unreliable
	Small Metro	4	< 1 day	1d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	164	6143714	0
	Small Metro	4	< 1 day	1d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	947	6143714	0.2
	Small Metro	4	< 1 day	1d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	3495	6143714	0.6
	Small Metro	4	< 1 day	1d	Anencephaly and similar malformations (Q00)	GR130-119	467	6143714	0.1
	Small Metro	4	< 1 day	1d	Congenital hydrocephalus (Q03)	GR130-120	33	6143714	0
	Small Metro	4	< 1 day	1d	Spina bifida (Q05)	GR130-121	14	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	160	6143714	0
	Small Metro	4	< 1 day	1d	Congenital malformations of heart (Q20-Q24)	GR130-123	263	6143714	0
	Small Metro	4	< 1 day	1d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	34	6143714	0
	Small Metro	4	< 1 day	1d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	474	6143714	0.1
	Small Metro	4	< 1 day	1d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	18	6143714	Unreliable
	Small Metro	4	< 1 day	1d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	577	6143714	0.1
	Small Metro	4	< 1 day	1d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	389	6143714	0.1
	Small Metro	4	< 1 day	1d	Down's syndrome (Q90)	GR130-129	43	6143714	0
	Small Metro	4	< 1 day	1d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	233	6143714	0
	Small Metro	4	< 1 day	1d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	156	6143714	0
	Small Metro	4	< 1 day	1d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	530	6143714	0.1
	Small Metro	4	< 1 day	1d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	104	6143714	0
	Small Metro	4	< 1 day	1d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	118	6143714	0
	Small Metro	4	< 1 day	1d	#Sudden infant death syndrome (R95)	GR130-135	16	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	102	6143714	0
	Small Metro	4	< 1 day	1d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	56	6143714	0
	Small Metro	4	< 1 day	1d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	12	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	35	6143714	0
	Small Metro	4	< 1 day	1d	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	14	6143714	Unreliable
	Small Metro	4	< 1 day	1d	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	12	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	Certain infectious and parasitic diseases (A00-B99)	GR130-001	10	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	Neoplasms (C00-D48)	GR130-023	17	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	10	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	18	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	18	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	71	6143714	0
	Small Metro	4	1-6 days	1-6d	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	23	6143714	0
	Small Metro	4	1-6 days	1-6d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	47	6143714	0
	Small Metro	4	1-6 days	1-6d	Diseases of the nervous system (G00-G98)	GR130-039	34	6143714	0
	Small Metro	4	1-6 days	1-6d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	26	6143714	0
	Small Metro	4	1-6 days	1-6d	#Diseases of the circulatory system (I00-I99)	GR130-046	83	6143714	0
	Small Metro	4	1-6 days	1-6d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	39	6143714	0
	Small Metro	4	1-6 days	1-6d	Cardiomyopathy (I42)	GR130-049	16	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	21	6143714	0
	Small Metro	4	1-6 days	1-6d	Diseases of the digestive system (K00-K92)	GR130-063	36	6143714	0
	Small Metro	4	1-6 days	1-6d	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	11	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	13	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	12	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	Diseases of the genitourinary system (N00-N95)	GR130-067	41	6143714	0
	Small Metro	4	1-6 days	1-6d	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	37	6143714	0
	Small Metro	4	1-6 days	1-6d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	3257	6143714	0.5
	Small Metro	4	1-6 days	1-6d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	295	6143714	0
	Small Metro	4	1-6 days	1-6d	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	10	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	21	6143714	0
	Small Metro	4	1-6 days	1-6d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	108	6143714	0
	Small Metro	4	1-6 days	1-6d	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	51	6143714	0
	Small Metro	4	1-6 days	1-6d	Newborn affected by multiple pregnancy (P01.5)	GR130-077	16	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	34	6143714	0
	Small Metro	4	1-6 days	1-6d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	123	6143714	0
	Small Metro	4	1-6 days	1-6d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	94	6143714	0
	Small Metro	4	1-6 days	1-6d	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	13	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	Newborn affected by chorioamnionitis (P02.7)	GR130-082	16	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	23	6143714	0
	Small Metro	4	1-6 days	1-6d	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	10	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	478	6143714	0.1
	Small Metro	4	1-6 days	1-6d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	34	6143714	0
	Small Metro	4	1-6 days	1-6d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	444	6143714	0.1
	Small Metro	4	1-6 days	1-6d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	389	6143714	0.1
	Small Metro	4	1-6 days	1-6d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	55	6143714	0
	Small Metro	4	1-6 days	1-6d	#Birth trauma (P10-P15)	GR130-092	34	6143714	0
	Small Metro	4	1-6 days	1-6d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	270	6143714	0
	Small Metro	4	1-6 days	1-6d	Intrauterine hypoxia (P20)	GR130-094	91	6143714	0
	Small Metro	4	1-6 days	1-6d	Birth asphyxia (P21)	GR130-095	179	6143714	0
	Small Metro	4	1-6 days	1-6d	#Respiratory distress of newborn (P22)	GR130-096	448	6143714	0.1
	Small Metro	4	1-6 days	1-6d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	418	6143714	0.1
	Small Metro	4	1-6 days	1-6d	#Congenital pneumonia (P23)	GR130-098	23	6143714	0
	Small Metro	4	1-6 days	1-6d	#Neonatal aspiration syndromes (P24)	GR130-099	24	6143714	0
	Small Metro	4	1-6 days	1-6d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	72	6143714	0
	Small Metro	4	1-6 days	1-6d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	178	6143714	0
	Small Metro	4	1-6 days	1-6d	#Atelectasis (P28.0-P28.1)	GR130-103	105	6143714	0
	Small Metro	4	1-6 days	1-6d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	15	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	Infections specific to the perinatal period (P35-P39)	GR130-105	273	6143714	0
	Small Metro	4	1-6 days	1-6d	#Bacterial sepsis of newborn (P36)	GR130-106	234	6143714	0
	Small Metro	4	1-6 days	1-6d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	39	6143714	0
	Small Metro	4	1-6 days	1-6d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	546	6143714	0.1
	Small Metro	4	1-6 days	1-6d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	473	6143714	0.1
	Small Metro	4	1-6 days	1-6d	#Hematological disorders (P60-P61)	GR130-113	65	6143714	0
	Small Metro	4	1-6 days	1-6d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	41	6143714	0
	Small Metro	4	1-6 days	1-6d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	80	6143714	0
	Small Metro	4	1-6 days	1-6d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	371	6143714	0.1
	Small Metro	4	1-6 days	1-6d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	1548	6143714	0.3
	Small Metro	4	1-6 days	1-6d	Anencephaly and similar malformations (Q00)	GR130-119	89	6143714	0
	Small Metro	4	1-6 days	1-6d	Congenital hydrocephalus (Q03)	GR130-120	24	6143714	0
	Small Metro	4	1-6 days	1-6d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	96	6143714	0
	Small Metro	4	1-6 days	1-6d	Congenital malformations of heart (Q20-Q24)	GR130-123	355	6143714	0.1
	Small Metro	4	1-6 days	1-6d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	70	6143714	0
	Small Metro	4	1-6 days	1-6d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	177	6143714	0
	Small Metro	4	1-6 days	1-6d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	20	6143714	0
	Small Metro	4	1-6 days	1-6d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	109	6143714	0
	Small Metro	4	1-6 days	1-6d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	162	6143714	0
	Small Metro	4	1-6 days	1-6d	Down's syndrome (Q90)	GR130-129	13	6143714	Unreliable
	Small Metro	4	1-6 days	1-6d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	163	6143714	0
	Small Metro	4	1-6 days	1-6d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	133	6143714	0
	Small Metro	4	1-6 days	1-6d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	86	6143714	0
	Small Metro	4	1-6 days	1-6d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	48	6143714	0
	Small Metro	4	1-6 days	1-6d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	104	6143714	0
	Small Metro	4	1-6 days	1-6d	#Sudden infant death syndrome (R95)	GR130-135	46	6143714	0
	Small Metro	4	1-6 days	1-6d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	58	6143714	0
	Small Metro	4	1-6 days	1-6d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	54	6143714	0
	Small Metro	4	1-6 days	1-6d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	35	6143714	0
	Small Metro	4	1-6 days	1-6d	Accidental suffocation and strangulation in bed (W75)	GR130-146	22	6143714	0
	Small Metro	4	1-6 days	1-6d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	12	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	Certain infectious and parasitic diseases (A00-B99)	GR130-001	68	6143714	0
	Small Metro	4	7-27 days	7-27d	Viral diseases (A80-B34)	GR130-012	52	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	52	6143714	0
	Small Metro	4	7-27 days	7-27d	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	11	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	Neoplasms (C00-D48)	GR130-023	24	6143714	0
	Small Metro	4	7-27 days	7-27d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	16	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	16	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	13	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	60	6143714	0
	Small Metro	4	7-27 days	7-27d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	50	6143714	0
	Small Metro	4	7-27 days	7-27d	Diseases of the nervous system (G00-G98)	GR130-039	70	6143714	0
	Small Metro	4	7-27 days	7-27d	"#Meningitis (G00,G03)"	GR130-040	23	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	43	6143714	0
	Small Metro	4	7-27 days	7-27d	#Diseases of the circulatory system (I00-I99)	GR130-046	96	6143714	0
	Small Metro	4	7-27 days	7-27d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	24	6143714	0
	Small Metro	4	7-27 days	7-27d	Cardiomyopathy (I42)	GR130-049	22	6143714	0
	Small Metro	4	7-27 days	7-27d	Cerebrovascular diseases (I60-I69)	GR130-051	10	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	37	6143714	0
	Small Metro	4	7-27 days	7-27d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	30	6143714	0
	Small Metro	4	7-27 days	7-27d	#Influenza and pneumonia (J09-J18)	GR130-055	14	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	Pneumonia (J12-J18)	GR130-057	13	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	12	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	Diseases of the digestive system (K00-K92)	GR130-063	77	6143714	0
	Small Metro	4	7-27 days	7-27d	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	37	6143714	0
	Small Metro	4	7-27 days	7-27d	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	34	6143714	0
	Small Metro	4	7-27 days	7-27d	Diseases of the genitourinary system (N00-N95)	GR130-067	76	6143714	0
	Small Metro	4	7-27 days	7-27d	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	70	6143714	0
	Small Metro	4	7-27 days	7-27d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	3065	6143714	0.5
	Small Metro	4	7-27 days	7-27d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	109	6143714	0
	Small Metro	4	7-27 days	7-27d	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	10	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	30	6143714	0
	Small Metro	4	7-27 days	7-27d	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	15	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	47	6143714	0
	Small Metro	4	7-27 days	7-27d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	40	6143714	0
	Small Metro	4	7-27 days	7-27d	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	11	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	223	6143714	0
	Small Metro	4	7-27 days	7-27d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	27	6143714	0
	Small Metro	4	7-27 days	7-27d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	196	6143714	0
	Small Metro	4	7-27 days	7-27d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	168	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	28	6143714	0
	Small Metro	4	7-27 days	7-27d	#Birth trauma (P10-P15)	GR130-092	19	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	152	6143714	0
	Small Metro	4	7-27 days	7-27d	Intrauterine hypoxia (P20)	GR130-094	37	6143714	0
	Small Metro	4	7-27 days	7-27d	Birth asphyxia (P21)	GR130-095	115	6143714	0
	Small Metro	4	7-27 days	7-27d	#Respiratory distress of newborn (P22)	GR130-096	219	6143714	0
	Small Metro	4	7-27 days	7-27d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	356	6143714	0.1
	Small Metro	4	7-27 days	7-27d	#Congenital pneumonia (P23)	GR130-098	85	6143714	0
	Small Metro	4	7-27 days	7-27d	#Neonatal aspiration syndromes (P24)	GR130-099	16	6143714	Unreliable
	Small Metro	4	7-27 days	7-27d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	81	6143714	0
	Small Metro	4	7-27 days	7-27d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	46	6143714	0
